name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z
IC 1805 159,38.2055417,61.4448889,,YSO,B3V,1999A&AS..136..313S,0.237278,2CXO J023249.3+612641,38.2056704,61.4449125,0.768,0.768,2,0.24418,IC 1805  159,38.2055399411,61.4448858192,0.0,0.0,90.0,9.0,02 32 49.32959,+61 26 41.5889,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,,,,,O9-B0I-III,,0.5266,0.0209,-0.791,-0.802,0.02,0.02,90,,,,14.45,13.74,,12.011,11.754,11.63,,,,,
IC 1805 159,38.2055417,61.4448889,,HM-STAR,O9/B0I/III,2019ApJ...873...66R,0.237278,2CXO J023249.3+612641,38.2056704,61.4449125,0.768,0.768,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IC 1805 166,38.2409583,61.4573889,,YSO,B3V,1970PASJ...22..277I,0.374165,2CXO J023257.8+612726,38.2411483,61.4574395,0.742,0.742,2,0.44229,IC 1805  166,38.2409359422,61.4573702283,0.0,0.0,90.0,19.0,02 32 57.82463,+61 27 26.5328,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,-67.9,,-0.0002265,,B2V,,0.4102,0.017,-0.793,-0.687,0.017,0.017,90,,,,12.56,11.99,,10.688,10.544,10.452,,,,,
IC 1805 166,38.2409167,61.4573611,,YSO,B2V,1999A&AS..136..313S,0.488216,2CXO J023257.8+612726,38.2411483,61.4574395,0.742,0.742,2,0.44229,IC 1805  166,38.2409359422,61.4573702283,0.0,0.0,90.0,19.0,02 32 57.82463,+61 27 26.5328,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,-67.9,,-0.0002265,,B2V,,0.4102,0.017,-0.793,-0.687,0.017,0.017,90,,,,12.56,11.99,,10.688,10.544,10.452,,,,,
1E 0236.6+6100,40.1320833,61.2294444,,HMXB,R,2006A&A...455.1165L,0.782779,2CXO J024031.6+611345,40.1320711,61.229227,0.713,0.713,2,0.444281,LS   I +61  303,40.1319351749,61.2293316441,0.0,0.0,90.0,801.0,02 40 31.66444,+61 13 45.5939,A,2020yCat.1350....0G,HMXB,*  |Em*|HXB|IR |Rad|V* |X  |gam,-41.41,,-0.0001381,,B0Ve,,0.3776,0.013,-0.423,-0.256,0.011,0.012,90,,,,11.61,10.75,10.19,8.621,8.228,7.917,,,,,
H 0253+193,44.03375,19.4427778,,CV,DQ,2005JAD....11....2D,1.228207,2CXO J025608.1+192634,44.0341053,19.4428421,0.711,0.711,2,0.111626,V* XY Ari,44.0341041667,19.4428111111,0.101,0.085,0.0,146.0,02 56 08.185,+19 26 34.12,C,2009ApJS..182..543A,CataclyV*,CV*|IR |V* |X,,,,,,,,,,,,,,,,,,,,16.14,14.26,13.362,24.34,25.1,24.17,21.75,19.62
ASR 51,52.2512917,31.2273889,,LM-STAR,M1V,2003AJ....125.1480A,0.336141,2CXO J032900.3+311338,52.2512696,31.2272975,0.74,0.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR 51,52.2512917,31.2273889,,YSO,M2.5V,2004AJ....127.1131W,0.336141,2CXO J032900.3+311338,52.2512696,31.2272975,0.74,0.74,2,0.340424,ASR  51,52.2513009761,31.227388176,0.0,0.0,90.0,24.0,03 29 00.31223,+31 13 38.5974,A,2020yCat.1350....0G,YSO,*  |IR |LM*|Rad|X  |Y*?|Y*O,14.297,0.026,4.77e-05,1e-07,M2.5V,,3.3663,0.1125,6.061,-9.153,0.123,0.093,90,,,,,,,13.16,11.95,11.337,,,,,
ASR 2,52.262,31.2669444,,YSO,M3/4V,2003AJ....125.1480A,0.319151,2CXO J032902.8+311600,52.2620165,31.2668569,0.732,0.732,2,0.280092,ASR   2,52.2620425827,31.2669314406,0.0,0.0,90.0,20.0,03 29 02.89022,+31 16 00.9532,A,2020yCat.1350....0G,YSO,*  |IR |LM*|NIR|X  |Y*?|Y*O,5.021,0.253,1.67e-05,8e-07,M2.5V,,2.9999,0.4434,10.483,-9.732,0.472,0.374,90,,,,,,,12.838,12.177,11.943,,,,,
ASR 2,52.262,31.2669444,,LM-STAR,M2.5V,2004AJ....127.1131W,0.319151,2CXO J032902.8+311600,52.2620165,31.2668569,0.732,0.732,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ASR 24,52.297125,31.2882222,,YSO,M4V,2003AJ....125.1480A,0.128344,2CXO J032911.3+311717,52.297138,31.2881883,0.725,0.725,2,0.109959,ASR  24,52.2971191879,31.2882142711,0.0,0.0,90.0,14.0,03 29 11.30861,+31 17 17.5714,A,2020yCat.1350....0G,YSO,*  |** |IR |LM*|NIR|X  |Y*?|Y*O,15.88,0.718,5.3e-05,2.4e-06,M8V,,3.3814,0.2339,7.8,-9.067,0.273,0.197,90,,,,,,,13.977,13.37,12.915,,,,,
ASR 24,52.297125,31.2882222,,LM-STAR,M8V,2004AJ....127.1131W,0.128344,2CXO J032911.3+311717,52.297138,31.2881883,0.725,0.725,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GK Per,52.8,43.904444,1.0,CV,Na,2003A&A...404..301R,0.671966,2CXO J033111.9+435415,52.7999817,43.9042578,0.71,2.122286502807762,2,0.209619,V* GK Per,52.8000411931,43.9042972087,0.0,0.0,90.0,894.0,03 31 12.00989,+43 54 15.4700,A,2020yCat.1350....0G,Nova,*  |CV*|Em*|IR |No*|PN?|SB*|V* |X,5.7,2.0,1.9e-05,6.7e-06,K1IV,,2.3063,0.0415,-6.878,-17.348,0.046,0.04,90,,,,14.139,13.09,12.589,10.856,10.267,10.062,,13.615,12.667,12.198,
V 0332+53,53.7495833,53.1733333,,HMXB,"T, P, C",2006A&A...455.1165L,0.50043,2CXO J033459.9+531023,53.7495926,53.1731944,0.763,0.763,2,0.219809,V* BQ Cam,53.7496317125,53.1731380222,0.0,0.0,90.0,425.0,03 34 59.91161,+53 10 23.2969,A,2020yCat.1350....0G,HMXB,Be*|HXB|IR |Psr|V* |X  |gam,,,,,O8.5Ve,,0.1343,0.0202,-0.268,0.44,0.02,0.02,90,,,,17.16,15.42,14.26,11.817,11.21,10.744,,,,,
Cl* IC 348 LRL 111,55.9531667,32.1259444,,YSO,M1.5,2003ApJ...593.1093L,0.354403,2CXO J034348.7+320733,55.9532529,32.1258783,0.768,0.768,2,0.235556,Cl* IC  348    LRL     111,55.953192894,32.1259195176,0.0,0.0,90.0,17.0,03 43 48.76629,+32 07 33.3103,A,2020yCat.1350....0G,TTau*,*  |IR |TT*|V* |X  |Y*O,15.03,0.1,5.01e-05,3e-07,M1.5,,3.1287,0.0485,5.665,-6.53,0.055,0.04,90,,,,,,15.44,12.425,11.65,11.366,,17.469,16.019,14.794,
[C93] 69,56.0999167,32.1833611,,YSO,F9V,2002BaltA..11..261S,0.373136,2CXO J034423.9+321059,56.0998915,32.1832597,0.715,0.715,2,0.348202,Cl* IC  348    LRL      38,56.0999343004,32.1833493835,0.0,0.0,90.0,39.0,03 44 23.98423,+32 11 00.0578,A,2020yCat.1350....0G,YSO,*  |IR |V* |X  |Y*O,15.4,0.132,5.14e-05,4e-07,G0,,3.155,0.0237,4.225,-6.676,0.025,0.015,90,,,,14.66,13.47,,10.721,10.199,10.025,,13.968,12.994,12.388,
Cl* IC  348    LRL     252,56.12133889,32.13261,,YSO,Md_b,2020AJ....160..120J,0.378539,2CXO J034429.1+320757,56.121284,32.1325157,0.714,0.714,2,0.362718,Cl* IC  348    LRL     252,56.1213164932,32.1326126251,0.0,0.0,90.0,28.0,03 44 29.11596,+32 07 57.4055,A,2020yCat.1350....0G,TTau*,*  |Em*|IR |TT*|X  |Y*O,18.368,0.28,6.13e-05,9e-07,,,3.3542,0.1506,4.656,-5.417,0.161,0.099,90,,,,20.27,18.7,17.78,13.688,12.86,12.542,,20.002,18.259,16.401,
IC 348 17,56.28175,32.1744167,,YSO,G0/2III,1974PASP...86..798S,0.064291,2CXO J034507.6+321027,56.2817681,32.1744258,0.813,0.813,2,0.022425,Cl* IC  348    LRL      20,56.2817720047,32.17442052,0.0,0.0,90.0,28.0,03 45 07.62528,+32 10 27.9139,A,2020yCat.1350....0G,YSO,*  |AB?|IR |X  |Y*?|Y*O,19.12,0.234,6.38e-05,8e-07,G1,,3.1404,0.0218,4.419,-5.668,0.023,0.014,90,,,,13.85,12.67,,10.119,9.596,9.411,,13.073,12.158,11.618,
2CXO J034631.1+240702,56.62991194,24.11736889,,LM-STAR,Md_c,2020AJ....160..120J,0.315079,2CXO J034631.1+240702,56.6298921,24.1172833,0.752,0.752,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V* PP Tau,56.62991194,24.11736889,,YSO,Md_d,2020AJ....160..120J,0.315079,2CXO J034631.1+240702,56.6298921,24.1172833,0.752,0.752,2,0.259698,V* PP Tau,56.6299379442,24.1173420636,0.0,0.0,90.0,61.0,03 46 31.18511,+24 07 02.4314,A,2020yCat.1350....0G,YSO,*  |Em*|Er*|IR |V* |X  |Y*O,4.208,0.103,1.4e-05,3e-07,K5V,,7.3931,0.1385,18.38,-45.252,0.159,0.121,90,,,,15.6,14.21,,11.284,10.614,10.461,,,,,
Cl Melotte 22 1124,56.664125,24.0296944,,LM-STAR,K2V,1984A&AS...57..217B,0.212727,2CXO J034639.3+240146,56.6641165,24.0296358,0.722,0.722,2,0.17936,V* V814 Tau,56.6641102014,24.029685289,0.0,0.0,90.0,78.0,03 46 39.38645,+24 01 46.8670,A,2020yCat.1350....0G,BYDra,*  |BY*|Er*|IR |PM*|V* |X  |Y*O,5.509,0.03,1.84e-05,1e-07,K3V,,7.3168,0.0142,20.265,-46.228,0.015,0.012,90,,,,13.04,12.13,,10.454,9.986,9.859,,,,,
Cl Melotte 22 1124,56.664125,24.0296944,,LM-STAR,K0,1963ApJ...138..832W,0.212727,2CXO J034639.3+240146,56.6641165,24.0296358,0.722,0.722,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2MASS J04183444+2830302,64.6435,28.5083333,,YSO,k,2011ApJS..196....4R,0.342059,2CXO J041834.4+283030,64.6435481,28.5084184,0.722,0.722,2,0.100766,2MASS J04183444+2830302,64.643529,28.508396,0.07,0.06,0.0,43.0,04 18 34.44696,+28 30 30.2256,C,2003yCat.2246....0C,YSO,*  |IR |Rad|TT?|X  |Y*O,18.15,0.156,6.05e-05,5e-07,M0,,,,,,,,,,,,,,,13.773,10.708,9.215,,,,,
V518 Per,65.428333,32.9075,1.0,LMXB,XT,2003A&A...404..301R,0.837616,2CXO J042142.7+325426,65.4280585,32.9074682,0.745,2.134250453906476,2,0.15199,V* V518 Per,65.4280114472,32.9074830989,0.01,0.003,90.0,635.0,04 21 42.72275,+32 54 26.9392,C,2020yCat.1350....0G,HMXB,*  |BH?|HXB|LXB|No*|V* |X  |gam,,,,,M4.5V,,,,,,,,32767,,,,13.5,13.2,,,,,,,,,
HD 279899,67.5453333,35.3229444,,YSO,B3,1949AnHar.112....1C,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*  |IR |NIR|Rad|X  |Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,
HD 279899,67.5453333,35.3229444,,HM-STAR,B3/5,1971ApJ...169..537H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 279899,67.5453333,35.3229444,,HM-STAR,B2,1988ApJ...324..893B,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sh 2-222 1,67.5453333,35.3229444,,YSO,B3/7V,1990AJ.....99..846H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*  |IR |NIR|Rad|X  |Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,
[HAD2004] LDN 1482 E,67.5453333,35.3229444,,YSO,B4,2004AJ....128.1233H,0.392879,2CXO J043010.9+351922,67.5454199,35.3228612,0.717,0.717,2,0.385405,HD 279899,67.5453464219,35.3229498965,0.0,0.0,90.0,13.0,04 30 10.88314,+35 19 22.6196,A,2020yCat.1350....0G,YSO,*  |IR |NIR|Rad|X  |Y*O|cm,12.0,,4e-05,,B4,,1.8756,0.0187,2.703,-6.129,0.021,0.017,90,,,,11.88,10.98,,9.004,8.749,8.584,,,,,
2MASS J04333278+1800436,68.3866667,18.0120556,,YSO,k,2011ApJS..196....4R,0.283475,2CXO J043332.8+180043,68.3867267,18.0121099,0.735,0.735,2,0.103403,2MASS J04333278+1800436,68.3866966312,18.0121126077,0.0,0.0,90.0,19.0,04 33 32.80719,+18 00 43.6054,A,2020yCat.1350....0G,YSO,*  |IR |Y*O,,,,,,,6.8417,0.0227,13.704,-18.178,0.03,0.018,90,,,,,,,10.572,9.929,9.603,,,,,
Sk-67 12,73.49175,-67.2265833,,HM-STAR,OB,1970CoTol..89....1S,0.336919,2CXO J045357.9-671335,73.4915589,-67.2266406,0.846,0.846,2,0.099826,SK -67   12,73.4915833333,-67.2266666667,,,172.0,7.0,04 53 57.98,-67 13 36.0,D,2002ApJS..141...81M,Star,*,,,,,OB,,,,,,,,,,,,13.071,13.3,,,,,,,,,
0512-4006,78.526667,-40.043889,1.0,LMXB,GC,2003A&A...404..301R,0.505438,2CXO J051406.4-400238,78.5268486,-40.0439085,1.227,2.346386370570712,2,0.155938,Cl* NGC 1851    ABK      B,78.5269041667,-40.0439166667,,,172.0,2.0,05 14 06.457,-40 02 38.10,D,,Star,*,,,,,,,,,,,,,,,,,,,,,,,,,,,
RMC 59F,79.4935833,-69.2649444,,LM-STAR,M,1960MNRAS.121..337F,0.263225,2CXO J051758.4-691553,79.4936566,-69.264876,0.729,0.729,2,0.328364,RMC  59F,79.4936532825,-69.2649672046,0.0,0.0,90.0,15.0,05 17 58.47679,-69 15 53.8819,A,2020yCat.1350....0G,Star,*  |IR,30.18,0.98,0.0001007,3.3e-06,M,,0.3197,0.022,3.295,5.741,0.025,0.029,90,,,,13.087,12.427,,7.61,6.779,6.462,,,,,
[L72] LH 41- 4,79.4935833,-69.2649444,,LM-STAR,M,2000AJ....119.2214M,0.263225,2CXO J051758.4-691553,79.4936566,-69.264876,0.729,0.729,2,0.328364,RMC  59F,79.4936532825,-69.2649672046,0.0,0.0,90.0,15.0,05 17 58.47679,-69 15 53.8819,A,2020yCat.1350....0G,Star,*  |IR,30.18,0.98,0.0001007,3.3e-06,M,,0.3197,0.022,3.295,5.741,0.025,0.029,90,,,,13.087,12.427,,7.61,6.779,6.462,,,,,
Cl* NGC 1893 Cuf 3101,80.6880417,33.4065556,,YSO,B2V,2001AJ....121.2075M,0.193401,2CXO J052245.1+332423,80.6880629,33.4065049,0.814,0.814,2,0.178689,2MASS J05224513+3324235,80.6880477332,33.406552894,0.0,0.0,90.0,19.0,05 22 45.13146,+33 24 23.5904,A,2020yCat.1350....0G,YSO,*  |IR |V* |X  |Y*?|Y*O,,,,,B2V,,0.5556,0.062,-0.754,-1.3,0.064,0.045,90,,,,12.65,12.42,12.034,11.519,11.388,11.321,,,,,
[GG55] 116,80.7594583,33.5270278,,YSO,OB,1955BOTT....2m...5G,0.575411,2CXO J052302.2+333137,80.7593706,33.5271699,0.733,0.733,2,0.50468,LS   V +33   23,80.7594383595,33.5270415948,0.0,0.0,90.0,21.0,05 23 02.26521,+33 31 37.3497,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,-17.0,,-5.67e-05,,B0.2V,,0.3986,0.0306,-0.201,-1.002,0.036,0.025,90,,,,11.46,11.24,10.978,10.562,10.458,10.4,,,,,
LS V +33 23,80.7594583,33.5270278,,YSO,OB,1965LS....C05....0H,0.575411,2CXO J052302.2+333137,80.7593706,33.5271699,0.733,0.733,2,0.50468,LS   V +33   23,80.7594383595,33.5270415948,0.0,0.0,90.0,21.0,05 23 02.26521,+33 31 37.3497,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,-17.0,,-5.67e-05,,B0.2V,,0.3986,0.0306,-0.201,-1.002,0.036,0.025,90,,,,11.46,11.24,10.978,10.562,10.458,10.4,,,,,
Cl* NGC 1893 Hoag 11,80.7594583,33.5270278,,YSO,B1.5V,1966IAUS...24..373H,0.575411,2CXO J052302.2+333137,80.7593706,33.5271699,0.733,0.733,2,0.50468,LS   V +33   23,80.7594383595,33.5270415948,0.0,0.0,90.0,21.0,05 23 02.26521,+33 31 37.3497,A,2020yCat.1350....0G,YSO,*  |IR |X  |Y*?|Y*O,-17.0,,-5.67e-05,,B0.2V,,0.3986,0.0306,-0.201,-1.002,0.036,0.025,90,,,,11.46,11.24,10.978,10.562,10.458,10.4,,,,,
2CXO J053444.7-053342,83.68643611,-5.56171611,,LM-STAR,Md_a,2020AJ....160..120J,0.071515,2CXO J053444.7-053342,83.6864162,-5.5617171,0.713,0.713,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2CXO J053444.7-053342,83.686375,-5.5615833,,YSO,D,2012AJ....144..192M,0.503803,2CXO J053444.7-053342,83.6864162,-5.5617171,0.713,0.713,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
V* V786 Ori,83.7603333,-5.55275,,YSO,D,2012AJ....144..192M,0.516142,2CXO J053502.5-053310,83.7604648,-5.5528086,0.791,0.791,2,0.245726,V* V786 Ori,83.7604073816,-5.5527712764,0.0,0.0,90.0,45.0,05 35 02.49777,-05 33 09.9766,A,2020yCat.1350....0G,TTau*,*  |Em*|G  |IR |NIR|Or*|TT*|TT?|V* |X  |Y*?|Y*O,27.31,0.348,9.11e-05,1.2e-06,M1.5,,2.5368,0.0514,1.61,-0.296,0.048,0.036,90,,,,17.317,16.207,14.85,12.089,11.32,10.999,,,,,
[FKP2021] 27,83.7822083,-5.3575833,,YSO,M7,arXiv:2011.14483,0.316975,2CXO J053507.7-052126,83.7821807,-5.3574996,0.746,0.746,2,0.212165,2MASS J05350772-0521272,83.7822163074,-5.3575466795,0.001,0.001,90.0,17.0,05 35 07.73191,-05 21 27.1680,C,2020yCat.1350....0G,YSO,*  |IR |NIR|Rad|V* |X  |Y*O,,,,,M9.25,,,,,,,,,,,,,,,14.783,14.188,13.575,,,,,
Parenago 1792,83.7836667,-6.5635556,,YSO,B8,1967MmSAI..38..169B,0.213914,2CXO J053508.0-063348,83.7836474,-6.5634994,0.74,0.74,2,0.230777,HD  37001,83.7836755925,-6.5635570627,0.0,0.0,90.0,35.0,05 35 08.08214,-06 33 48.8054,A,2020yCat.1350....0G,YSO,*  |IR |UV |X  |Y*O,14.318,0.481,4.78e-05,1.6e-06,B8/9V,,2.6975,0.0357,0.801,0.643,0.031,0.025,90,,,,8.85,8.87,,8.811,8.8,8.742,,,,,
HD 37001,83.7836667,-6.5635556,,HM-STAR,B8/9,1952ApJ...116..251S,0.213914,2CXO J053508.0-063348,83.7836474,-6.5634994,0.74,0.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HD 37001,83.7836667,-6.5635556,,YSO,B9V,1977PASP...89..797A,0.213914,2CXO J053508.0-063348,83.7836474,-6.5634994,0.74,0.74,2,0.230777,HD  37001,83.7836755925,-6.5635570627,0.0,0.0,90.0,35.0,05 35 08.08214,-06 33 48.8054,A,2020yCat.1350....0G,YSO,*  |IR |UV |X  |Y*O,14.318,0.481,4.78e-05,1.6e-06,B8/9V,,2.6975,0.0357,0.801,0.643,0.031,0.025,90,,,,8.85,8.87,,8.811,8.8,8.742,,,,,
Parenago 1792,83.7836667,-6.5635556,,HM-STAR,B9V,1983TrLen..38...62D,0.213914,2CXO J053508.0-063348,83.7836474,-6.5634994,0.74,0.74,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Parenago 1792,83.7836667,-6.5635556,,YSO,A0,1954TrSht..25....1P,0.213914,2CXO J053508.0-063348,83.7836474,-6.5634994,0.74,0.74,2,0.230777,HD  37001,83.7836755925,-6.5635570627,0.0,0.0,90.0,35.0,05 35 08.08214,-06 33 48.8054,A,2020yCat.1350....0G,YSO,*  |IR |UV |X  |Y*O,14.318,0.481,4.78e-05,1.6e-06,B8/9V,,2.6975,0.0357,0.801,0.643,0.031,0.025,90,,,,8.85,8.87,,8.811,8.8,8.742,,,,,
2MASS J05350843-0523049,83.785125,-5.3846389,,YSO,D,2012AJ....144..192M,0.184946,2CXO J053508.4-052304,83.7851297,-5.3846901,0.712,0.712,2,0.078905,2MASS J05350843-0523049,83.7851476541,-5.384702784,0.001,0.0,90.0,21.0,05 35 08.43544,-05 23 04.9300,A,2020yCat.1350....0G,YSO,*  |IR |NIR|Rad|X  |Y*O,,,,,M7,,0.7167,0.7726,0.002,-2.065,0.639,0.557,90,,,,,,,14.119,13.096,12.269,,,,,
V* V2245 Ori,83.8065,-5.5854722,,YSO,D,2012AJ....144..192M,0.524323,2CXO J053513.5-053508,83.8065534,-5.5856078,0.754,0.754,2,0.212226,V* V2245 Ori,83.8065643524,-5.5855498647,0.0,0.0,90.0,24.0,05 35 13.57544,-05 35 07.9795,A,2018yCat.1345....0G,Orion_V*,*  |Em*|IR |Ir*|NIR|Or*|V* |X  |Y*?|Y*O,27.052,0.239,9.02e-05,8e-07,M1,,1.9523,0.3506,1.596,-2.257,0.52,0.446,90,,,,16.0,21.577,,12.749,11.68,10.457,,,,,
2MASS J05351493-0523289,83.8120833,-5.3914722,,YSO,D,2012AJ....144..192M,0.615664,2CXO J053514.9-052328,83.8121986,-5.3913454,0.711,0.711,2,0.190134,2MASS J05351493-0523289,83.8122202141,-5.3913936324,0.0,0.0,90.0,37.0,05 35 14.93285,-05 23 29.0171,A,2020yCat.1350....0G,YSO,*  |HII|IR |Ir*|Rad|X  |Y*O,,,,,,,2.172,0.1622,0.251,1.318,0.17,0.101,90,,,,12.3,,,12.428,11.031,10.191,,,,,
V* MN Ori,83.8158333,-5.5533889,,YSO,D,2012AJ....144..192M,0.25724,2CXO J053515.8-053312,83.8158733,-5.5534483,0.712,0.712,2,0.159363,V* MN Ori,83.8158294593,-5.5534408437,0.0,0.0,90.0,51.0,05 35 15.79907,-05 33 12.3870,A,2020yCat.1350....0G,TTau*,*  |Em*|G  |IR |NIR|Or*|TT*|TT?|V* |X  |Y*?|Y*O,26.462,0.154,8.83e-05,5e-07,M0,,2.4934,0.0228,2.446,0.32,0.017,0.015,90,,,,16.24,15.216,14.08,11.786,11.02,10.744,,,,,
V* V2278 Ori,83.8164167,-5.6864444,,YSO,D,2012AJ....144..192M,0.51764,2CXO J053515.9-054111,83.8164162,-5.6865882,0.903,0.903,2,0.255822,V* V2278 Ori,83.8164727282,-5.6865447753,0.0,0.0,90.0,21.0,05 35 15.95345,-05 41 11.5612,A,2020yCat.1350....0G,Orion_V*,*  |Em*|G  |IR |NIR|Or*|TT?|V* |X  |Y*O,23.27,0.259,7.76e-05,9e-07,M4.3e,,2.5305,0.0703,1.503,-0.416,0.066,0.054,90,,,,18.863,17.877,,13.228,12.22,11.62,,,,,
2MASS J05351820-0517220,83.8257083,-5.2893889,,YSO,D,2012AJ....144..192M,0.672,2CXO J053518.2-051721,83.8258909,-5.2893466,0.774,0.774,2,0.408236,2MASS J05351820-0517220,83.8258333333,-5.2894444444,0.08,0.08,90.0,9.0,05 35 18.20,-05 17 22.0,C,2003yCat.2246....0C,YSO,*  |IR |NIR|X  |Y*O,,,,,M8.5,,,,,,,,,,,,,,,16.728,13.957,12.509,,,,,
V* V416 Ori,83.8385,-5.7033611,,YSO,D,2012AJ....144..192M,0.458058,2CXO J053521.2-054212,83.8385954,-5.7034458,0.729,0.729,2,0.079258,V* V416 Ori,83.8385738112,-5.7034506208,0.0,0.0,90.0,36.0,05 35 21.25771,-05 42 12.4222,A,2020yCat.1350....0G,Orion_V*,*  |Em*|IR |LP?|NIR|Or*|TT?|V* |X  |Y*O,22.876,0.18,7.63e-05,6e-07,M2.5e,,2.5142,0.0379,1.645,-1.134,0.032,0.029,90,,,,17.388,16.613,14.99,12.124,11.3,10.818,,,,,
Parenago 1950,83.840625,-4.8866389,,LM-STAR,G8,2004ApJ...601..979W,0.280301,2CXO J053521.7-045312,83.8405883,-4.8867076,0.717,0.717,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COUP 1170,83.840875,-5.3355278,,YSO,M9,2005AN....326..977M,0.372266,2CXO J053521.8-052007,83.8408872,-5.3354251,0.74,0.74,2,0.340017,2MASS J05352181-0520078,83.8408916667,-5.3355194444,0.08,0.08,90.0,10.0,05 35 21.814,-05 20 07.87,C,2003yCat.2246....0C,YSO,IR |NIR|X  |Y*?|Y*O,,,,,M9,,,,,,,,,,,,,,,17.82,14.922,12.572,,,,,
V* V2389 Ori,83.8435417,-5.4292222,,YSO,D,2012AJ....144..192M,0.367594,2CXO J053522.4-052544,83.8436261,-5.4291642,0.722,0.722,2,0.22304,V* V2389 Ori,83.843611046,-5.4292243158,0.0,0.0,90.0,33.0,05 35 22.46665,-05 25 45.2075,A,2020yCat.1350....0G,Orion_V*,*  |IR |Ir*|NIR|Or*|Rad|V* |X  |Y*O,30.28,1.81,0.000101,6e-06,,,2.4666,0.0865,-0.648,-0.524,0.082,0.067,90,,,,14.1,15.64,14.68,12.781,11.91,11.219,,,,,
V* V2400 Ori,83.84542194,-5.5414,,YSO,Md_a,2020AJ....160..120J,0.351757,2CXO J053522.9-053228,83.8455115,-5.5413599,0.742,0.742,2,0.31945,V* V2400 Ori,83.8454376428,-5.5414095999,0.0,0.0,90.0,49.0,05 35 22.90503,-05 32 29.0746,A,2020yCat.1350....0G,Orion_V*,*  |Em*|G  |IR |NIR|Or*|Rad|TT?|V* |X  |Y*?|Y*O,31.022,0.145,0.0001035,5e-07,M1,,1.7279,0.1667,1.395,0.771,0.126,0.109,90,,,,16.907,15.901,14.68,12.018,11.22,10.874,,,,,
2MASS J05352433-0526003,83.851375,-5.4333889,,YSO,D,2012AJ....144..192M,0.223676,2CXO J053524.3-052600,83.8514374,-5.4333865,0.719,0.719,2,0.196364,2MASS J05352433-0526003,83.8514268342,-5.4334400219,0.0,0.0,90.0,26.0,05 35 24.34244,-05 26 00.3841,A,2020yCat.1350....0G,YSO,*  |IR |NIR|X  |Y*O,24.13,2.949,8.05e-05,9.8e-06,,,2.6504,0.1307,1.578,-1.103,0.115,0.111,90,,,,,15.33,,13.104,12.434,12.098,,,,,
