name,name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,ra,dec,r0,r1,PA,PU,nbref,coo_bibcode,rare-type,remove_regions,GLAT,GLON,comment
2CXO J020537.9+644941,J0205+6449,31.408010291666663,64.82814841666666,0.00225,NS,HE;,2005AJ....129.1993M;SIMBAD,0.140403,31.40807,64.828178,0.71,0.71,0.0,0.7163099887618488,,,1,,130.71939119138983,3.0841855877719984,
2CXO J030346.9+645435,Cas1; PK 136+5 1,45.9457917,64.9098611,,CV,CV;*|CV*|IR|PN|UV|V*,2005JAD....11....2D;SIMBAD,0.049855,45.9458182,64.909853,0.714,0.713,93.06,0.714,,,1,,136.3808037654466,5.552568248238736,
2CXO J033131.4+435648,CXOAYSB J033131+4356,52.8810417,43.9467222,,CV,CV:;CataclyV;*|CV*|IR|X,2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.162424,52.8810586,43.9467656,0.76,0.738,15.24,0.76,,,1,,150.9791650206257,-10.03566484665384,
2CXO J042142.7+325426,V518 Per,65.428333,32.9075,1.0,LMXB,"XT;T, R;*|BH?|HXB|LXB|No*|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,0.837616,65.4280585,32.9074682,0.745,0.742,45.61,2.134250453906476,,,1,,165.88070313963615,-11.912701848810723,
2CXO J053854.5+261856,1A 0535+262,84.7275,26.3158333,,HMXB,"T, P, C;HMXB;*|Be*|Em*|Er*|HXB|IR|N*|Psr|Rad|SB*|V*|X|gam;O9.7IIe",2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD;old-SIMBAD,0.473016,84.7274172,26.3157249,0.71,0.71,0.0,0.71,,,1,,181.44511021693836,-2.6435422169459195,
2CXO J054320.3-410154,TX Col,85.834167,-41.031944,1.0,CV,NL;DQ;CV;CataclyV;*|blu,2003A&A...404..301R;2005JAD....11....2D;2018ApJS..235....4O;2020RNAAS...4..219J;SIMBAD,1.759587,85.8348148,-41.0319324,0.711,0.71,58.82,2.122621256842586,,,1,,246.76979814349264,-29.729522641601378,
2CXO J062153.2-271002,AT2016hvt,95.47154166666664,-27.16736111111112,,CV,CataclyV;CV*|ev,2020RNAAS...4..219J;SIMBAD,0.486877,95.4716931,-27.1673729,0.752,0.73,6.251,0.752,,,1,,234.80499616875144,-18.05991851672434,
2CXO J062244.5-002044,V616 Mon,95.685,-0.345833,1.0,LMXB,"XT;T, U, R;*|BH?|HXB|LXB|No*|Rad|SB*|V*|X|XB*|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,2.166528,95.6855714,-0.345644,0.71,0.71,11.09,2.122286502807762,,,1,,209.9562660764361,-6.539703642223642,
2CXO J063354.2+174613,J0633+1746,98.4756375,17.7702525,0.042,NS,HE;Psr|SN*|UV|X|gam,2005AJ....129.1993M;SIMBAD,1.313303,98.4758973,17.7705206,0.71,0.71,96.24,0.8198170527623831,,,1,,195.13371929044877,4.2661559217067575,
2CXO J065036.5+413053,1AXG J065037+4130,102.65254166666664,41.51475,,CV,CataclyV;CV*|CV?|X,2020RNAAS...4..219J;SIMBAD,0.499673,102.652376,41.5148123,0.727,0.718,169.7,0.727,,,1,,174.64229597838224,17.447001913279315,
2CXO J073751.2-303940,J0737-3039B,114.46353507916668,-30.66130953055556,0.00039,NS,";HE[cgm+07,gkj+13];Psr",2005AJ....129.1993M;2005AJ....129.1993M;SIMBAD,0.061336,114.4635156,-30.6613064,0.712,0.712,167.9,0.7130946641225132,,,1,,245.2357107857486,-4.50484613595436,
2CXO J101011.8-565532,IGR J10101-5654,152.5494583,-56.92558333,,HMXB,HMXB (T);*|Be*|HXB|IR|X|gam,INTEGRAL General Reference Catalog;SIMBAD,0.105243,152.5494237,-56.925561,0.721,0.714,173.7,0.721,,,1,,282.256797363578,-0.6721396506997493,
2CXO J101855.6-585645,2FGL J1019.0-5856,154.7316809,-58.9460896,,HMXB,HMGB;*|IR,2020ApJ...888..115A;SIMBAD,0.000109,154.7316809,-58.9460896,0.71,0.71,91.18,0.71,,,1,,284.3518327455069,-1.6900436164137786,
2CXO J102347.6+003840,AY Sex,155.94875,0.644722,1.0,LMXB,"XT;HE[jah+16,aps+17];DQ/AM;*|EB*|IR|LXB|N*|Psr|Rad|UV|V*|X|gam",2003A&A...404..301R;2005AJ....129.1993M;2005JAD....11....2D;SIMBAD,0.247444,155.948682,0.6447116,0.71,0.71,0.6585,2.122286502807762,,,1,,243.48950916155783,45.7822694630927,
2CXO J105007.1-595321,J1050-5953,162.52966666666666,-59.88927777777778,0.75,NS,"AXP,NRAD;Psr|X",2005AJ....129.1993M;SIMBAD,0.303516,162.529818,-59.8893144,0.71,0.71,0.0,1.8719241437622411,,,1,,288.2565593125708,-0.5201575201418931,
2CXO J110526.2-610749,J1105-6107,166.3589166666667,-61.13026111111111,0.15,NS,;RR*,2005AJ....129.1993M;SIMBAD,0.762549,166.3593532,-61.130282,1.109,1.109,0.0,1.352730941466188,,,1,,290.4895583634474,-0.8455950345092565,
2CXO J111810.7+480212,KV UMa,169.545417,48.036944,1.0,LMXB,"XT;T, M, R;*|BH?|CV*|HXB|IR|LXB|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.38432,169.5449053,48.0367685,0.712,0.712,20.6,2.1229564291336738,,,1,,157.66103389277998,62.320453650897896,
2CXO J112115.1-603725,4U 1119-603,170.3129167,-60.62375,,HMXB,"P, E, C;*|HXB|Psr|SB*|V*|X|gam",2006A&A...455.1165L;SIMBAD,0.309058,170.3129859,-60.6238289,0.71,0.71,0.0,0.71,,,1,,292.09041248450586,0.3354945200235256,
2CXO J113106.9-625648,HD 100199,172.7788,-62.9469,,HMXB,"HMXB;HMXB (Be, T);*|Be*|Em*|HXB|IR|UV|X|gam;B0.5IIIne",2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD;old-SIMBAD,0.249048,172.778935,-62.9469319,0.713,0.713,45.51,0.713,,,1,,293.94499249527934,-1.4851841535475407,
2CXO J113603.1+155111,B1133+16,174.01299916666667,15.853939722222222,0.0015,NS,;,2005AJ....129.1993M;SIMBAD,2.477448,174.01319,15.8532765,0.732,0.727,2.853,0.7360869513855004,,,1,,241.89717031791375,69.19609163776802,
2CXO J114400.3-610736,IGR J11435-6109,176.001034,-61.1268,,HMXB,"HMXB (Be, P, T);*|Be*|HXB|IR|X|gam",INTEGRAL General Reference Catalog;SIMBAD,0.516735,176.0013276,-61.1267774,0.721,0.713,31.77,0.721,,,1,,294.8814841324014,0.6865623469627831,
2CXO J114800.0-621224,2S 1145-619,177.0,-62.2069444,,HMXB,"P, T;HMXB;*|Be*|Em*|Er*|HXB|IR|Psr|V*|X|gam",2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD,0.351637,177.0001261,-62.2068664,0.711,0.71,167.6,0.711,,,1,,295.61111755173744,-0.2401898263043217,
2CXO J122637.5-624613,4U 1223-624,186.6566667,-62.7702778,,HMXB,"P, T, C;LMXB;*|El*|Em*|HXB|IR|LXB|Psr|SB*|V*|X|gam",2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD,0.084302,186.6566342,-62.7702959,0.721,0.714,156.0,0.721,,,1,,300.0981435233627,-0.0351437762707826,
2CXO J122758.7-485343,J1227-4853,186.994583,-48.895278,1.0,NS_BIN,"XT;HE[pdb+15,jrr+15];CV;*|CV*|CV?|IR|LXB|Psr|X|gam",2003A&A...404..301R;2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD,0.644811,186.9948164,-48.8953703,0.711,0.711,0.0,2.122621256842586,,,1,,298.9655169769369,13.795629347801016,
2CXO J124850.7-412654,Larin 2 Variable,192.21171666666663,-41.44845194444444,,YSO,CataclyV;*|CV*,2020RNAAS...4..219J;SIMBAD,0.42324,192.2115637,-41.448478,0.935,0.795,7.074,0.935,,,1,,302.410248819012,21.42064444302056,
2CXO J130247.6-635008,B1259-63,195.6984930708333,-63.83573016388889,0.00018,HMXB,;HMXB;*|Be*|Em*|HXB|IR|Psr|Rad|UV|V*|X|gam;B2e,2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD;old-SIMBAD,0.082659,195.6985128,-63.8357089,0.71,0.71,0.0,0.7105068613321057,,,1,,304.18356268460803,-0.9915628582493848,
2CXO J130848.2+212706,J1308+2127,197.201125,21.45188333333333,0.15,NS,"XINS,NRAD;N*|Psr|X",2005AJ....129.1993M;SIMBAD,0.835702,197.2008757,21.4518748,0.71,0.71,0.0,1.050761628534274,,,1,,338.7310056903951,83.08206790284144,
2CXO J131145.7-343030,J1311-3430,197.9405175,-34.50843055555556,0.004,NS_BIN,HE;*|X,2005AJ....129.1993M;SIMBAD,0.197126,197.9404902,-34.5083806,0.72,0.718,68.01,0.7310266752998826,,,1,,307.6809549062159,28.175886708960032,
2CXO J135809.6-644405,BW Cir,209.54125,-64.734722,1.0,LMXB,"XT;T, U, R;BH?|HXB|LXB|No*|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.327137,209.5404128,-64.7348127,0.711,0.711,88.95,2.122621256842586,,,1,,309.9773487890467,-2.7797008239883114,
2CXO J140045.7-632542,J1400-6325,210.190375,-63.4285,1.5,NS,HE;Pulsar;Psr|SNR|SR?,2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD,0.391176,210.1904234,-63.4286065,0.71,0.71,0.0,2.550313706193809,,,1,,310.5923502147645,-1.5926106414381571,
2CXO J141249.0-402136,V504 Cen,213.204583,-40.360278,1.0,CV,NL;VY;known CV;*|IR|RC*|V*|pA*,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.311228,213.2045416,-40.3601975,0.714,0.712,75.06,2.123628027692232,,,1,,319.29758679267485,19.91118773993834,
2CXO J141730.5-440257,J1417-4402,214.3775,-44.049167,1.0,NS_BIN,;HE;Psr|Ro*,2003A&A...404..301R;2005AJ....129.1993M;SIMBAD,0.632183,214.377275,-44.0492355,1.152,0.912,30.39,2.308051992481972,,,1,,318.8612047729761,16.144144003472185,
2CXO J141842.6-605802,Rabbit,214.6785,-60.9675,,NS,Pulsar;Psr|gam,2018ApJS..235....4O;SIMBAD,1.354634,214.6777252,-60.9674855,0.716,0.714,10.07,0.716,,,1,,313.3232932612684,0.1312231520460669,
2CXO J142008.1-604817,J1420-6048,215.0343208333333,-60.804563888888886,0.24,NS,"HE[rrj01,waa+10];Pulsar;Psr|X|gam",2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD,0.969072,215.03411,-60.8048127,0.716,0.715,81.81,1.21353038692898,,,1,,313.54100043424296,0.2267899435472455,
2CXO J143308.3-611540,IGR J14331-6112,218.2847,-61.2611,,HMXB,HMXB;HMXB;*|ev,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.077838,218.2847194,-61.2611195,0.726,0.719,131.9,0.726,,,1,,314.8463009583235,-0.7642838653590205,
2CXO J152040.8-571000,3A 1516-569,230.17041667,-57.16694444,,LMXB,"T, B, A, D, M, R;LMXB;HXB|IR|LXB|N*?|Rad|V*|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,1.057423,230.1701999,-57.1666752,0.71,0.71,0.0,0.71,,,1,,322.1185317239844,0.0377620199242136,
2CXO J152351.2+083604,2XMM J152351.2+083605,230.9636333333333,8.601757777777777,,CV,CataclyV;*|CV*|CV?|X,2020RNAAS...4..219J;SIMBAD,1.804764,230.9634538,8.6012889,2.517,1.99,69.03,2.517,,,1,,12.9656274253616,49.52100177643707,
2CXO J153709.9+115555,B1534+12,234.2915072083333,11.93206496388889,6e-05,NS,;Psr,2005AJ....129.1993M;SIMBAD,0.258883,234.2915433,11.9320023,0.732,0.725,128.7,0.7321639160734432,,,1,,19.84746672519685,48.34137113287595,
2CXO J155058.6-562835,V381 Nor,237.745,-56.476389,1.0,LMXB,"XT;T, M, R;*|BH?|HXB|LXB|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.080774,237.7444623,-56.4764331,0.71,0.71,87.52,2.122286502807762,,,1,,325.8823401919771,-1.8268398788069933,
2CXO J161243.0-522523,QX Nor,243.179167,-52.423056,1.0,LMXB,"XT;T, B, A;LMXB;LXB|N*|N*?|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.507687,243.179378,-52.4231137,1.226,1.226,0.0,2.345863593647337,,,1,,330.92640279921983,-0.8506054823695022,
2CXO J161933.3-280740,2MASS J16193334-2807397,244.889,-28.1277,,LMXB,LMXB;*|IR|LXB|Sy*|V*|X|XB*|gam,2018ApJS..235....4O;SIMBAD,0.636304,244.8888711,-28.1278353,0.713,0.713,0.0,0.713,,,1,,349.1192619244004,15.541305530562632,
2CXO J162046.2-513006,IGR J16207-5129,245.1927731,-51.50167968,,HMXB,HMXB (SG);*|HXB|IR|X|gam,INTEGRAL General Reference Catalog;SIMBAD,0.1097,245.1927972,-51.5017062,0.712,0.712,0.0,0.712,,,1,,332.4589391353882,-1.050179602102292,
2CXO J162636.5-515630,SWIFT J1626.5-5156,246.6521258,-51.9418252,,HMXB,HMXB;*|Be*|HXB|IR|LX?|LXB|Psr|X,2013ApJ...762...61D;SIMBAD,0.000139,246.6521258,-51.9418252,0.71,0.71,87.89,0.71,,,1,,332.78100155688423,-2.0026863920898266,
2CXO J162802.8-491154,1624-4904,247.011667,-49.198611,1.0,LMXB,DC;D;LMXB;X,2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.670982,247.0117844,-49.1984411,0.71,0.71,0.0,2.122286502807762,,,1,,334.9150684450637,-0.263096802503488,
2CXO J163201.8-475228,IGR J16320-4751,248.0079167,-47.8741944,,HMXB,P;Pulsar;HXB|Psr|Rad|X|gam,2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD,0.966036,248.0077963,-47.8744503,1.565,1.565,0.0,1.565,,,1,,336.3297324377223,0.1687970940394393,
2CXO J163553.8-472540,IGR J16358-4726,248.9742,-47.428,,HMXB,Pulsar;Symbiotic star;X,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.573379,248.9742198,-47.4278413,0.711,0.711,0.0,0.711,,,1,,337.0995185999089,-0.0064394409990496,
2CXO J165000.9-495744,J1650-4957,252.503333,-49.9625,1.0,LMXB,"XT;T, R;BH?|HXB|LXB|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.593154,252.503942,-49.9622941,0.711,0.71,106.8,2.122621256842586,,,1,,336.7180766496088,-3.4271174647747773,
2CXO J165400.1-395044,V1033 Sco,253.500417,-39.845833,1.0,LMXB,"XT;T, D, M, R;LMXB;*|BH?|HXB|LXB|No*|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.458758,253.5005736,-39.8457909,0.712,0.712,65.66,2.1229564291336738,,,1,,344.981912413611,2.4559718324911257,
2CXO J170206.5-295644,V2134 Oph,255.526667,-29.945556,1.0,LMXB,"XT;T, B, D, E;*|LXB|N*|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.615608,255.5271814,-29.9456086,0.71,0.71,112.9,2.122286502807762,,,1,,353.8270822362817,7.265543047973375,
2CXO J170249.3-484723,V821 Ara,255.705833,-48.789722,1.0,LMXB,XT;*|BH?|HXB|IR|LXB|V*|X|gam,2003A&A...404..301R;SIMBAD,0.110348,255.705811,-48.789749,0.71,0.71,176.2,2.122286502807762,,,1,,338.9391679446614,-4.326489623111467,
2CXO J170634.5+235818,4U 1700+24,256.64383333,23.97183333,,LMXB,;LMXB;Mg_b|Binary;*|IR|LP*|LXB|V*|X|gam,2007A&A...469..807L;2018ApJS..235....4O;2020AJ....160..120J;SIMBAD,0.240936,256.6437601,23.9718361,0.71,0.71,0.0,0.71,,,1,,45.15171954211746,32.99071675477768,
2CXO J170846.8-400852,J1708-4008,257.19529166666666,-40.1479,1.05,NS,"AXP,NRAD;Pulsar;*|IR",2005AJ....129.1993M;2018ApJS..235....4O;SIMBAD,0.392386,257.1953591,-40.1479961,0.71,0.71,0.0,2.168893727225933,,,1,,346.4808915178625,0.0359916316737252,
2CXO J170907.5-362425,IGR J17091-3624,257.2817,-36.407,,LMXB,LMXB;BH?|HX?|LXB|X|XB*|gam,2018ApJS..235....4O;SIMBAD,0.383794,257.2815828,-36.4070496,0.71,0.71,90.0,0.71,,,1,,349.5248145771848,2.212795278832578,
2CXO J171556.4-385154,XTE J1716-389,258.9851024,-38.8650399,,HMXB,HMXB;IR|NIR,2006MNRAS.366..918C;SIMBAD,9e-05,258.9851024,-38.8650399,0.935,0.85,134.1,0.935,,,1,,348.33097970003934,-0.3241597705000787,
2CXO J171935.8-410053,J1719-4100,259.899583,-41.015,1.0,CV,NL;CV;CataclyV;CV (IP);*|CV*|X|gam,2003A&A...404..301R;2018ApJS..235....4O;2020RNAAS...4..219J;INTEGRAL General Reference Catalog;SIMBAD,0.285864,259.89956,-41.0149225,0.723,0.718,101.9,2.1266708725141275,,,1,,346.9787538353209,-2.136858601810422,
2CXO J173413.4-260518,KS 1731-260,263.556125,-26.08855556,,LMXB,"T, B;*|LXB|X|gam",2007A&A...469..807L;SIMBAD,0.310493,263.5560341,-26.0885277,0.712,0.711,165.6,0.712,,,1,|GalacticCenter,1.0729516167757214,3.6525806079633343,
2CXO J173527.5-325554,2MASS J17352760-3255544,263.865,-32.9318,,HMXB,HMXB;HMXB (SFXT);*|HX?|IR|X|gam,2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.183791,263.8649521,-32.9317685,0.718,0.713,82.48,0.718,,,1,|GalacticCenter,355.45763324783104,-0.2729831925263467,
2CXO J173953.9-282946,XTE J1739-285,264.97479167,-28.49633333,,LMXB,"T, B;LMXB;LMXB (B, NS, T);LXB|N*?|X",2007A&A...469..807L;2018ApJS..235....4O;INTEGRAL General Reference Catalog;SIMBAD,0.39782,264.9747463,-28.4962303,1.406,1.094,173.5,1.406,,,1,|GalacticCenter,359.7141068963803,1.298137351169335,
2CXO J174445.7-271344,RX J1744.7-2713,266.1904167,-27.2288889,,HMXB,;*|Be*|Em*|Er*|IR|UV|V*|X|gam,2006A&A...455.1165L;SIMBAD,1.098317,266.1907234,-27.2290257,0.725,0.721,112.2,0.725,,,1,|GalacticCenter,1.357846579201355,1.0519310842068996,
2CXO J174502.3-285449,GRS 1741.9-2853,266.25970833,-28.91380556,,LMXB,"T, B;LMXB;LXB|X",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.207509,266.2596838,-28.913859,0.712,0.712,71.01,0.712,,,1,|GalacticCenter,359.95271252404143,0.1201512773539578,
2CXO J174621.1-284343,1E 1743.1-2843,266.58789167,-28.72841667,,LMXB,;LMXB;NIR,2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,1.605878,266.5882352,-28.7287457,0.714,0.713,3.322,0.714,,,1,|GalacticCenter,0.2606698846342188,-0.0291418026097138,
2CXO J174702.5-285259,SAX J1747.0-2853,266.76083333,-28.88302778,,LMXB,"T, B;LMXB;LXB|N*?|V*|X|gam|smm",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.254454,266.760784,-28.8830837,0.711,0.71,,0.711,,,1,|GalacticCenter,0.2072396991306651,-0.2384883577072632,
2CXO J174931.7-280805,J1749-2808,267.382083,-28.134722,1.0,LMXB,XB;NIR,2003A&A...404..301R;SIMBAD,0.394084,267.382206,-28.1347369,0.723,0.719,21.1,2.1266708725141275,,,1,|GalacticCenter,1.13007036183964,-0.3197953692441451,
2CXO J175013.1-064228,BD -6 4661,267.5548333,-6.7079167,,CV,NRA;*|CV*|Em*|IR|LP*|No*|SB*|Sy*|V*|X,2005JAD....11....2D;SIMBAD,0.171858,267.5548393,-6.7078693,0.71,0.71,0.0,0.71,,,1,,19.799450572733555,10.372271725718216,
2CXO J180438.9-145647,J1804-1456,271.162083,-14.946389,1.0,CV,NL;HMXB;CV*|HXB|IR|X|gam,2003A&A...404..301R;2018ApJS..235....4O;SIMBAD,0.861703,271.1623307,-14.946391,0.727,0.722,160.3,2.1280340692761475,,,1,,14.306884379737491,3.2518595995620547,
2CXO J180632.1-221417,SAX J1806.5-2215,271.63406,-22.238111,2.196,LMXB,"LMXB (T, NS);X",INTEGRAL General Reference Catalog;SIMBAD,0.065538,271.6340718,-22.2380965,0.713,0.712,,3.0483387278975416,,,1,|GalacticCenter,8.15942273883341,-0.6992166073346341,
2CXO J181044.4-260901,SAX J1810.8-2609,272.68529167,-26.15033333,,LMXB,"T, B;LMXB;LXB|V*|X|gam",2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.147194,272.6852764,-26.1503718,0.719,0.713,93.28,0.719,,,1,|GalacticCenter,5.197212635182915,-3.431088423115776,
2CXO J181921.6-252425,V4641 Sgr,274.84,-25.406944,1.0,LMXB,XT;*|BH?|EB*|HXB|IR|LXB|V*|X|gam,2003A&A...404..301R;SIMBAD,0.894903,274.8400691,-25.4071846,0.711,0.711,104.1,2.122621256842586,,,1,|GalacticCenter,6.7739235702232365,-4.789018344613663,
2CXO J182119.7-131838,CXOU J182119.7-131838,275.332,-13.3108,,HMXB,HMXB;*|HXB|IR|X|gam,2018ApJS..235....4O;SIMBAD,1.179513,275.3323351,-13.3108322,0.711,0.711,131.5,0.711,,,1,,17.68128410021672,0.4852948719643222,
2CXO J182218.0-160425,J1822-1604,275.575,-16.07411111111111,1.8,NS,"AXP,NRAD;*|IR|NIR",2005AJ....129.1993M;SIMBAD,1.536732,275.5752773,-16.0737776,0.71,0.71,0.0,2.7756260555053163,,,1,,15.353088473923371,-1.0210299562720837,
2CXO J182608.5-125634,J1826-1256,276.53554166666663,-12.9425,0.5,NS,NRAD;Psr|gam,2005AJ....129.1993M;SIMBAD,1.589546,276.5355916,-12.9429389,0.716,0.716,0.0,1.5851359563141578,,,1,,18.55526106411363,-0.3776458708126766,
2CXO J184624.9-025830,J1846-0258,281.6039166666667,-2.9750277777777776,0.2,NS,NRAD;Psr|X|gam,2005AJ....129.1993M;SIMBAD,0.060696,281.6039155,-2.975011,0.71,0.71,0.0,1.1419719786404567,,,1,,29.71196884675005,-0.2401078507605659,
2CXO J185610.6+011322,B1853+01,284.044375,1.2225833333333334,1.4,NS,HE[lsg+15];Psr,2005AJ....129.1993M;SIMBAD,1.64116,284.0445036,1.2230207,0.712,0.712,95.26,2.4712231789136325,,,1,,34.56078795847899,-0.4967142295774476,
2CXO J185841.4+223929,V406 Vul,284.67375,22.658333,1.0,LMXB,"XT;T, M, R;BH?|HXB|LXB|V*|X|ev|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,2.925808,284.6728696,22.6583106,0.849,0.81,162.4,2.1727404354869453,,,1,,54.04609928732568,8.607880420227042,
2CXO J190109.3-220005,V4743 Sgr,285.28875,-22.001667,1.0,CV,Na;;CataclyV;*,2003A&A...404..301R;2005JAD....11....2D;2020RNAAS...4..219J;SIMBAD,0.816833,285.2889928,-22.0016385,0.762,0.732,143.7,2.1402439113334726,,,1,,14.123854308706528,-11.876684962753862,
2CXO J190853.0+092305,XTE J1908+094,287.22115417,9.38469444,,LMXB,"T, R;BH?|HX?|HXB|V*|X|gam",2007A&A...469..807L;SIMBAD,0.160101,287.2211283,9.3847308,0.71,0.71,0.0,0.71,,,1,,43.26344701212987,0.4340173153491341,
2CXO J191116.0+003505,V1333 Aql,287.81625,0.585,1.0,LMXB,"XT;T, B, A, R;LMXB;*",2003A&A...404..301R;2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,1.869738,287.8167689,0.5849783,0.71,0.71,154.6,2.122286502807762,,,1,,35.71842478349144,-4.143071288202011,
2CXO J191404.2+095258,IGR J19140+0951,288.5175,9.8828611,,HMXB,;HMXB;*|HXB|IR|V*|X|gam,2006A&A...455.1165L;2018ApJS..235....4O;SIMBAD,0.655397,288.5176802,9.8829016,0.714,0.712,72.45,0.714,,,1,,44.2964202282332,-0.4688207355767596,
2CXO J193030.1+185214,J1930+1852,292.62554166666666,18.87058333333333,0.6,NS,HE;Psr|gam,2005AJ....129.1993M;SIMBAD,0.080817,292.6255618,18.8705952,0.71,0.71,0.0,1.704142012861604,,,1,,54.09624143380825,0.2651992555368346,
2CXO J195542.3+320549,3A 1954+319,298.926375,32.09697222,,LMXB,T;LMXB;*|HXB|IR|LXB|N*?|V*|X|gam,2007A&A...469..807L;2018ApJS..235....4O;SIMBAD,0.052381,298.9263702,32.0969582,0.749,0.729,130.8,0.749,,,1,,68.39195820149844,1.9269279910586683,
2CXO J195936.7+204814,B1957+20,299.90320783333334,20.80420061111111,0.00075,NS_BIN,HE[aaa+10g];*|Pl?,2005AJ....129.1993M;SIMBAD,0.402509,299.9031179,20.8041269,0.71,0.71,0.0,0.7121095421351971,,,1,,59.19684766406423,-4.697442397634752,
2CXO J202105.4+365104,J2021+3651,305.27275,36.851333333333336,0.6,NS,HE[aaa+09d];Psr|X|gam,2005AJ....129.1993M;SIMBAD,0.216204,305.2727945,36.851285,0.71,0.71,175.7,1.704142012861604,,,1,,75.22201569544536,0.1108209015590594,
2CXO J202403.8+335201,V404 Cyg,306.015833,33.8675,1.0,LMXB,"XT;T, U, R;*|BH?|CV*|HXB|IR|No*|V*|X|gam",2003A&A...404..301R;2007A&A...469..807L;SIMBAD,1.046083,306.0159197,33.8672185,0.71,0.71,90.12,2.122286502807762,,,1,,73.11877444106696,-2.091446023547566,
2CXO J203213.1+412724,J2032+4127,308.0546625,41.45675277777778,0.09,HMXB,HE;*|Be*|IR|Psr|Rad|X|gam,2005AJ....129.1993M;SIMBAD,0.227764,308.0547454,41.4567408,0.724,0.72,43.84,0.9403063330638584,,,1,,80.22384011171005,1.0278433072493185,
2CXO J205107.5-082737,J2051-0827,312.7813323666667,-8.460486027777778,0.0008,LMXB,"HE[sbl+96,wkh+12];Pl?",2005AJ....129.1993M;SIMBAD,0.095078,312.7813057,-8.4604877,0.725,0.72,35.19,0.727203547846131,,,1,,39.19178092009592,-30.41094676543742,
2CXO J215544.4+380116,CXOGSG J215544.4+380116,328.935,38.02111111111111,,CV,CataclyV;CV*|X,2020RNAAS...4..219J;SIMBAD,0.827259,328.9352699,38.0211982,0.719,0.714,49.42,0.719,,,1,,88.82391604973832,-12.951188189244048,
2CXO J223715.5+821027,HS 2237+8154,339.3145417,82.1743056,,CV,CV:;*|IR|WD*,2005JAD....11....2D;SIMBAD,0.330723,339.3147694,82.1743921,0.714,0.712,9.211,0.714,,,1,,118.32362121314806,20.53256989783437,
2CXO J224142.0-523636,J2241-5236,340.4250770833333,-52.61006277777778,0.00075,LMXB,HE;Pl?,2005AJ....129.1993M;SIMBAD,0.085937,340.4250381,-52.6100598,0.728,0.72,32.25,0.730057531979501,,,1,,337.4574509802532,-54.926686559410186,
2CXO J225848.2+251543,GD 245,344.70056291666657,25.262196666666668,,CV,CataclyV;*|CV*|EB*|EB?|IR|PM*|V*|WD*,2020RNAAS...4..219J;SIMBAD,1.585071,344.701021,25.2620476,0.716,0.715,33.42,0.716,,,1,,93.07143490836124,-30.99872876195416,
2CXO J230108.2+585244,J2301+5852,345.28454166666666,58.87901388888889,4.95,NS,"AXP,NRAD;",2005AJ....129.1993M;SIMBAD,0.243229,345.2845064,58.8789488,0.71,0.71,0.0,4.5060071016366585,,,1,,109.08730852565196,-0.9957996811991464,
