name_cat,ra_cat,dec_cat,e_Pos,Class,SubClass,ref,sep,name,ra,dec,r0,PU,S/N,remove_code,_r_simbad,main_id,ra_simbad,dec_simbad,coo_err_maj,coo_err_min,coo_err_angle,nbref,ra_sexa,dec_sexa,coo_qual,coo_bibcode,main_type,other_types,radvel,radvel_err,redshift,redshift_err,sp_type,morph_type,plx,plx_err,pmra,pmdec,pm_err_maj,pm_err_min,pm_err_pa,size_maj,size_min,size_angle,B,V,R,J,H,K,u,g,r,i,z,remove_4,Gal_Long,Gal_Lat
Q J005425+124215,13.603333,12.704167,,AGN,Q,2010A&A...518A..10V,0.205175,2CXO J005424.8+124215,13.6033912,12.704172,0.799,0.799,7.701,0,0.041471,[VV2006] J005424.8+124215,13.6033844476,12.7041814507,0.0,0.0,90.0,6.0,00 54 24.81227,+12 42 15.0532,A,2020yCat.1350....0G,QSO,*|G|QSO|UV,191615.934,299.792,1.13135,0.001,,,,,-0.681,0.121,0.57,0.446,90,,,,19.71,,,,,,20.031,20.042,19.761,19.718,19.659,0,124.06475658077248,-50.161030328520326
Q J005428+124427,13.615833,12.740556,,AGN,Q,2010A&A...518A..10V,0.785219,2CXO J005427.7+124426,13.6157688,12.7407649,0.987,0.987,5.678,0,0.101942,[VV2006] J005427.8+124426,13.615796,12.740755,0.023,0.022,90.0,10.0,00 54 27.791,+12 44 26.72,C,2015ApJS..219...12A,QSO,AGN|G|QSO|X,246742.655,53.963,2.20972,0.00018,,,,,,,,,,,,,20.81,,,,,,21.56,20.968,21.055,20.781,20.523,0,124.0825547325739,-50.12422397666844
Q J00548-7225,13.704167,-72.428889,,AGN,Q,2010A&A...518A..10V,0.740581,2CXO J005449.0-722544,13.7041722,-72.4290947,0.82,0.82,10.533,4,0.857779,[VV2006] J005449.0-722544,13.704382,-72.428865,0.75,0.75,90.0,6.0,00 54 49.052,-72 25 43.91,C,2013A&A...558A...3S,QSO,*|AGN|Be?|QSO|V*|X,231534.479,,1.79,,,,,,,,,,,,,,19.178,19.001,,,,,,,,,,1,302.5732029989075,-44.69680427405119
207.16316.446,13.894583,-72.476111,,AGN,Q,2010A&A...518A..10V,0.75955,2CXO J005534.6-722834,13.894191,-72.4762859,0.819,0.819,19.172,4,0.276323,[VV2006] J005534.7-722834,13.8943333333,-72.4762222222,0.23,0.23,90.0,16.0,00 55 34.64,-72 28 34.4,C,2011ApJS..194...22K,QSO,*|AGN|QSO|X,125644.821,,0.563,,,,,,,,,,,,,,,18.7,,,,,,,,,,1,302.4940215544885,-44.64844725886575
Q 0053-0134,14.060833,-1.308056,,AGN,Q,2010A&A...518A..10V,0.581351,2CXO J005614.6-011828,14.0609103,-1.3079142,0.766,0.766,10.735,0,0.151469,LBQS 0053-0134,14.0609169213,-1.3078726493,0.0,0.0,90.0,19.0,00 56 14.62006,-01 18 28.3415,A,2020yCat.1350....0G,QSO,*|QSO,241804.756,65.355,2.056119,0.000218,,,,,-0.041,0.183,0.208,0.193,90,,,,,18.3,,,,,18.432,18.133,17.962,17.913,17.714,0,125.68793334754969,-64.15394236938238
SDSS J00570+1450,14.255,14.834167,,AGN,Q,2010A&A...518A..10V,0.857824,2CXO J005701.1+145003,14.2547592,14.8342181,0.883,0.883,2.167,0,0.254594,[VV2006] J005701.2+145003,14.2547056617,14.834169903,0.0,0.0,90.0,24.0,00 57 01.12936,+14 50 03.0117,A,2020yCat.1350....0G,QSO,*|QSO,134928.944,32.977,0.62384,0.00011,,,,,-0.077,-0.579,0.303,0.241,90,,,,19.14,18.95,,18.489,18.126,17.664,19.24,18.845,18.808,18.663,18.697,0,124.94847135876621,-48.015675766662035
2QZ J005717-2718,14.324583,-27.308611,,AGN,Q,2010A&A...518A..10V,0.390874,2CXO J005717.8-271830,14.3245525,-27.3085059,0.974,0.974,6.292,0,0.419671,[VV2006] J005717.9-271831,14.3246781534,-27.3085394293,0.0,0.0,90.0,5.0,00 57 17.92276,-27 18 30.7419,A,2020yCat.1350....0G,QSO,*|QSO,225887.229,,1.667,,,,,,0.556,-0.061,0.467,0.614,90,,,,,20.28,,,,,,,,,,0,221.14363395308453,-88.6847516024009
Q J00573-7225,14.332917,-72.426111,,AGN,A,2010A&A...518A..10V,0.407653,2CXO J005719.8-722534,14.3325566,-72.4261423,0.714,0.714,49.937,4,0.053029,2XMM J005719.6-722534,14.3325850854,-72.4261303412,0.0,0.0,90.0,5.0,00 57 19.82042,-72 25 34.0692,A,2020yCat.1350....0G,AGN,*|AGN|IR|X,41628.877,,0.15,,,,0.0173,0.2438,-0.339,0.065,0.347,0.266,90,,,,,,,16.261,15.21,14.479,,,,,,1,302.3062987237927,-44.69495173407097
3C  29.0,14.395417,-1.391111,,AGN,A,2010A&A...518A..10V,0.510766,2CXO J005734.9-012327,14.3954423,-1.3909714,0.723,0.723,5.853,0,0.107208,UGC   595,14.3954226062,-1.3909937434,0.031,0.013,90.0,241.0,00 57 34.90143,-01 23 27.5775,C,2020yCat.1350....0G,AGN,*|AGN|G|GiC|Rad|cm|rG,13234.534,33.0,0.0451646,0.0001101,,E,,,,,,,,0.537,0.504,90,14.07,15.1,,11.656,11.04,10.549,15.955,14.138,13.266,12.836,12.468,0,126.46440018984906,-64.22057131841557
2QZ J005811-2726,14.5475,-27.443333,,AGN,Q,2010A&A...518A..10V,0.446234,2CXO J005811.4-272635,14.5476099,-27.4432565,0.886,0.886,5.903,0,0.114338,[VV2006] J005811.4-272636,14.5476361603,-27.4432780777,0.001,0.001,90.0,7.0,00 58 11.43268,-27 26 35.8011,A,2020yCat.1350....0G,QSO,*|QSO,254131.677,,2.483,,,,1.6061,1.024,0.251,0.894,0.758,0.965,90,,,,20.58,,,,,,,,,,,0,225.17570239119618,-88.4670061338204
SGP4:25,14.575833,-27.48,,AGN,Q,2010A&A...518A..10V,0.526848,2CXO J005818.1-272848,14.5756789,-27.4800522,0.76,0.76,4.125,0,0.245372,[VV96] J005818.2-272848,14.5756866003,-27.4799843844,0.0,0.0,90.0,10.0,00 58 18.16478,-27 28 47.9438,A,2020yCat.1350....0G,QSO,*|QSO,222990.35,,1.609,,,,0.1774,0.4659,-0.237,-0.306,0.405,0.574,90,,,,19.9,,,,,,,,,,,0,226.31492638507635,-88.43497475864338
SDSS J00594-0049,14.861667,-0.827222,,AGN,Q,2010A&A...518A..10V,0.816141,2CXO J005926.8-004938,14.8617566,-0.8274303,0.826,0.826,6.503,0,0.474688,SDSS J005926.80-004938.2,14.8616858354,-0.8273190352,0.001,0.001,90.0,6.0,00 59 26.80460,-00 49 38.3485,A,2018yCat.1345....0G,QSO,*|QSO,194651.209,136.406,1.168562,0.000455,,,3.6979,1.4526,-1.77,0.654,4.038,2.228,90,,,,21.14,20.81,,,,,21.013,21.233,20.857,20.763,21.027,0,127.44298917369429,-63.62900531889579
Q J0100-3341,15.109167,-33.685278,,AGN,A,2010A&A...518A..10V,0.617374,2CXO J010026.1-334107,15.109022,-33.6853999,0.727,0.727,11.509,0,0.617317,QSO J0100-3341,15.1091666667,-33.6852777778,,,172.0,6.0,01 00 26.2,-33 41 07,D,2010A&A...518A..10V,AGN,AGN|EmG|QSO,131672.156,299.792,0.602,0.001,,,,,,,,,,,,,,20.4,,,,,,,,,,0,287.0092712679276,-83.1624717265927
LBQS J0100-0200,15.134167,-2.012778,,AGN,A,2010A&A...518A..10V,0.235596,2CXO J010032.2-020046,15.1342217,-2.0128139,0.844,0.844,1.949,0,0.180625,2MASS J01003221-0200460,15.134268227,-2.0127950504,0.0,0.0,90.0,10.0,01 00 32.22437,-02 00 46.0622,A,2020yCat.1350....0G,QSO,*|AGN|G|GiC|IR|Q?|QSO|Rad,60487.826,,0.2270004,,,,,,0.124,0.379,0.346,0.396,90,,,,18.0,,,16.089,15.286,14.222,,,,,,0,128.2755553648011,-64.79011432319447
RX J01028-2209,15.709583,-22.158056,,AGN,Q,2010A&A...518A..10V,0.437601,2CXO J010250.3-220929,15.7097141,-22.1580623,0.71,0.71,52.792,0,0.484506,[VV98] J010250.2-220929,15.7098352925,-22.1579880378,0.0,0.0,90.0,5.0,01 02 50.36047,-22 09 28.7569,A,2020yCat.1350....0G,QSO,*|IR|QSO|X,154218.184,,0.766,,,,,,-0.185,0.015,0.144,0.215,90,,,,,,,16.908,,15.785,,,,,,0,151.069178957954,-84.39579503919019
SDSS J01052+0002,16.310417,0.040556,,AGN,A,2010A&A...518A..10V,0.426224,2CXO J010514.4+000226,16.3103427,0.0406482,0.743,0.743,12.681,0,0.359024,2SLAQ J010514.49+000226.1,16.3104188258,0.0405837739,0.001,0.001,90.0,9.0,01 05 14.50052,+00 02 26.1016,A,2020yCat.1350....0G,Seyfert_1,*|AGN|GiC|QSO|Sy1,54823.35,26.981,0.20316,9e-05,,,,,0.004,1.237,0.966,0.623,90,,,,20.04,19.51,,,,,19.494,19.104,18.502,18.028,17.87,0,130.45501376744863,-62.629300347170535
Q J01053-7156,16.34375,-71.947222,,AGN,Q,2010A&A...518A..10V,0.258706,2CXO J010522.5-715649,16.3439544,-71.947188,0.715,0.715,12.14,4,0.046984,[VV2006] J010522.5-715650,16.343917,-71.947194,0.25,0.25,90.0,6.0,01 05 22.540,-71 56 49.90,C,2013ApJ...775...92K,QSO,*|AGN|QSO|X,224707.774,,1.643,,,,,,,,,,,,,,,19.07,,,,,,,,,,1,301.4018603123545,-45.139634019673274
Q J01069-7224,16.7375,-72.413333,,AGN,A,2010A&A...518A..10V,0.664006,2CXO J010656.9-722448,16.7372536,-72.4135018,0.738,0.738,27.945,4,0.470715,2E   280,16.737583,-72.413417,0.25,0.25,90.0,15.0,01 06 57.020,-72 24 48.30,C,2013ApJ...775...92K,AGN,*|AGN|EmG|X,116997.752,,0.51,,,,,,,,,,,,,,,19.0,17.8,,,,,,,,,1,301.28559040783284,-44.66513430967065
SDSS J01072+1408,16.8,14.145833,,AGN,A,2010A&A...518A..10V,0.2496,2CXO J010712.0+140845,16.8000672,14.1458567,0.711,0.711,26.567,0,0.186714,2XMM J010712.0+140844,16.8001119499,14.1458282918,0.0,0.0,90.0,44.0,01 07 12.02687,+14 08 44.9819,A,2020yCat.1350....0G,Seyfert_1,*|AGN|QSO|Sy1|X,22117.43,5.996,0.07671,2e-05,,,0.2243,0.5701,0.027,-0.406,0.534,0.38,90,,,,19.3,18.83,,,,,19.064,18.373,17.791,17.363,17.179,0,128.7093920976826,-48.54899177097859
SDSS J01072-0834,16.816667,-8.574722,,AGN,A,2010A&A...518A..10V,0.666755,2CXO J010715.9-083429,16.8165686,-8.5748796,0.715,0.715,8.277,0,0.097758,2MASS J01071600-0834292,16.8165475369,-8.574862176,0.0,0.0,90.0,26.0,01 07 15.97141,-08 34 29.5038,A,2020yCat.1350....0G,Seyfert_1,*|AGN|IR|QSO|Sy1,88500.307,14.99,0.35562,5e-05,,,0.1215,0.2583,-0.503,-0.166,0.254,0.28,90,,,,19.39,19.04,,16.831,16.535,15.366,18.938,18.823,18.599,18.581,18.059,0,135.07593837735428,-71.0724787502679
PKS 0106+01,17.161667,1.583333,,AGN,Q,2010A&A...518A..10V,0.418032,2CXO J010838.7+013500,17.1615692,1.5833957,0.71,0.71,95.463,0,0.124601,4C 01.02,17.1615465107,1.5834218446,0.0,0.0,90.0,497.0,01 08 38.77116,+01 35 00.3186,A,2020yCat.1350....0G,QSO,*|AGN|Bla|Bz?|EmO|G|IR|QSO|Rad|X|gam,243573.889,94.734,2.108898,0.000316,,,,,-0.061,-0.097,0.126,0.108,90,,,,18.54,18.39,19.05,16.682,15.653,14.86,18.507,18.307,18.104,17.793,17.501,0,131.827102124,-60.99079893126313
3C  33.1,17.434583,73.199167,,AGN,A,2010A&A...518A..10V,0.176188,2CXO J010944.3+731157,17.4347249,73.1991937,0.711,0.711,23.823,0,0.176554,3C  33.1,17.4345833333,73.1991666667,,,172.0,140.0,01 09 44.3,+73 11 57,D,2010A&A...518A..10V,Seyfert_1,AGN|G|Rad|Sy1|rG,49417.63,15.889,0.180995,5.3e-05,,E,,,,,,,,,,,19.5,,,,,,,,,,,0,124.27505555418786,10.375190494412179
Q 0109-0128,18.115,-1.206111,,AGN,Q,2010A&A...518A..10V,0.092941,2CXO J011227.5-011221,18.114976,-1.2061015,0.795,0.795,2.703,0,0.306376,LBQS 0109-0128,18.1150249098,-1.206031846,0.0,0.0,90.0,61.0,01 12 27.60598,-01 12 21.7146,A,2020yCat.1350....0G,QSO,*|IR|Q?|QSO|X,230081.785,,1.757,,,,,,0.154,0.023,0.16,0.115,90,,,,18.63,18.37,,16.63,16.262,15.32,18.65,18.357,18.197,17.878,17.785,0,134.81413768057695,-63.59182203411373
SDSS J01131+1535,18.287917,15.598056,,AGN,Q,2010A&A...518A..10V,0.711226,2CXO J011309.0+153553,18.2878099,15.5982245,0.776,0.776,18.801,0,0.185535,QSO J0113+1535,18.2877594977,15.5982418027,0.0,0.0,90.0,36.0,01 13 09.06228,+15 35 53.6705,A,2020yCat.1350....0G,QSO,*|QSO|X,232265.923,,1.807,,,,,,-0.194,-0.28,0.2,0.18,90,,,,18.69,18.51,,18.307,18.428,18.21,18.575,18.559,18.513,18.153,18.167,0,130.60249355840077,-46.94987741394575
SDSS J01136+0050,18.424167,0.833333,,AGN,Q,2010A&A...518A..10V,0.713247,2CXO J011341.8+005000,18.4242376,0.8335181,0.824,0.824,4.8,0,0.367861,SDSS J011341.79+005000.5,18.4241482709,0.8334684665,0.0,0.0,90.0,15.0,01 13 41.79559,+00 50 00.4865,A,2020yCat.1350....0G,QSO,*|QSO,232184.734,,1.8051,,,,0.2838,0.3928,1.112,1.017,0.546,0.377,90,,,,20.18,20.07,,19.576,19.579,,19.766,19.79,19.873,19.514,19.563,0,134.66777682530608,-61.52999347242023
Q 0113+000,18.907083,0.341389,,AGN,Q,2010A&A...518A..10V,0.178411,2CXO J011537.7+002029,18.9070862,0.3414385,0.756,0.756,16.345,0,0.594795,QSO B0113+000,18.9071767378,0.341300293,0.0,0.0,90.0,34.0,01 15 37.72242,+00 20 28.6811,A,2020yCat.1350....0G,QSO,*|AGN|Q?|QSO|X,203051.71,155.892,1.27988,0.00052,,,,,0.557,-0.071,0.59,0.4,90,,,,19.56,19.19,,19.072,18.802,18.896,19.404,19.435,19.052,19.055,19.035,0,135.86598622990962,-61.92131212564215
UGC   842,19.723333,-1.002222,,AGN,B,2010A&A...518A..10V,0.697066,2CXO J011853.6-010007,19.723371,-1.0020321,0.722,0.722,12.548,0,0.230204,UGC   842,19.7234321522,-1.002013376,0.012,0.008,90.0,64.0,01 18 53.62372,-01 00 07.2482,C,2020yCat.1350....0G,BLLac,*|BLL|G|GiC|IR|LIN|Rad|UV|X|rG,13261.85,2.998,0.04526,1e-05,,,,,,,,,,0.653,0.47,80,15.0,,,11.366,10.699,10.394,16.392,14.367,13.474,13.031,12.708,0,138.2222511682533,-63.05582683158884
SDSS J01194-0831,19.864167,-8.525833,,AGN,Q,2010A&A...518A..10V,0.50963,2CXO J011927.4-083133,19.8642263,-8.5259618,0.947,0.947,7.636,0,0.371083,[VV2006] J011927.4-083133,19.864125432,-8.5259877708,0.0,0.0,90.0,19.0,01 19 27.39010,-08 31 33.5560,A,2020yCat.1350....0G,QSO,*|QSO,174347.894,449.689,0.94414,0.0015,,,0.0388,0.2733,0.09,-0.193,0.292,0.206,90,,,,19.57,19.24,,,,,19.513,19.277,18.942,18.975,18.786,0,143.84396262666496,-70.25173390527708
PKS 0119+11,20.423333,11.830556,,AGN,Q,2010A&A...518A..10V,0.225997,2CXO J012141.5+114950,20.4233173,11.8306169,0.711,0.711,29.988,0,0.198432,QSO B0119+115,20.4233098203,11.8306715316,0.0,0.0,90.0,173.0,01 21 41.59436,+11 49 50.4175,A,2020yCat.1350....0G,QSO,*|AGN|Bla|Bz?|G|IR|QSO|Rad,126903.811,,0.571,,,,,,0.768,0.15,0.558,0.22,90,1.2e-05,5e-06,-4,19.5,19.0,18.61,,16.219,15.084,20.111,19.713,19.231,18.847,18.554,0,134.58166588965773,-50.35551183550873
RXS J01269+3307,21.738333,33.125,,AGN,B,2010A&A...518A..10V,0.647229,2CXO J012657.2+330730,21.7385121,33.1250991,0.748,0.748,34.544,0,0.075206,SDSS J012657.23+330730.2,21.7384912825,33.1250875906,0.0,0.0,90.0,18.0,01 26 57.23791,+33 07 30.3153,A,2020yCat.1350....0G,BLLac,*|BLL|Bla|Bz?|IR|QSO|X|gam,215572.293,,1.473713,,,,0.8374,0.6364,-0.353,0.075,0.419,0.313,90,,,,,17.7,18.7,,,,19.798,19.537,19.291,19.122,18.868,0,131.4442801533904,-29.158928179337035
SDSS J01328-0952,23.222083,-9.8775,,AGN,A,2010A&A...518A..10V,0.57752,2CXO J013253.3-095239,23.2221859,-9.8776243,0.711,0.711,22.846,0,0.068093,6dFGS gJ013253.3-095239,23.2221672012,-9.8776200089,0.0,0.0,90.0,25.0,01 32 53.32013,-09 52 39.4320,A,2020yCat.1350....0G,Seyfert_1,*|AGN|G|IR|QSO|Sy1,68091.313,608.579,0.26006,0.00203,,,0.0618,0.1549,0.013,-0.1,0.168,0.098,90,,,,19.13,18.77,18.02,16.936,16.002,14.708,18.715,18.682,18.449,18.226,17.828,0,154.42838131541492,-70.17199239662837
UM 341,23.575833,0.260278,,AGN,Q,2010A&A...518A..10V,0.393504,2CXO J013418.1+001536,23.5758023,0.2601731,0.711,0.711,24.744,0,0.090041,UM 341,23.5758001262,0.2601980169,0.0,0.0,90.0,57.0,01 34 18.19203,+00 15 36.7129,A,2020yCat.1350....0G,Seyfert_1,*|AGN|EmO|G|IR|QSO|Sy1|X|blu,97440.816,12.291,0.401101,4.1e-05,,,0.0241,0.0572,-0.199,-0.029,0.073,0.039,90,,,,16.87,16.7,,16.264,15.857,15.261,17.009,16.813,16.806,16.791,16.406,0,145.29027169685799,-60.737217388346224
3C  48.0,24.422083,33.159722,,AGN,Q,2010A&A...518A..10V,0.157802,2CXO J013741.3+330934,24.4221235,33.1596942,0.71,0.71,68.465,0,0.22035,3C  48,24.4220819297,33.1597445525,0.0,0.0,90.0,2693.0,01 37 41.29966,+33 09 35.0804,A,2020yCat.1350....0G,QSO,*|AGN|G|IR|QSO|Rad|UV|X,91180.304,899.377,0.369,0.003,,E,,,-0.027,-0.026,0.049,0.042,90,,,,16.62,16.2,,14.585,13.806,12.719,16.616,16.153,15.828,15.86,15.446,0,133.96263036095152,-28.71946037097782
KUG 0135-131,24.5225,-12.869722,,AGN,A,2010A&A...518A..10V,0.612979,2CXO J013805.3-125210,24.5224477,-12.8695595,0.731,0.731,17.786,0,0.371993,2MASX J01380539-1252105,24.5224671094,-12.8696610841,0.0,0.0,90.0,29.0,01 38 05.39211,-12 52 10.7799,A,2020yCat.1350....0G,Seyfert_2,*|AGN|G|IR|Rad|Sy2|X,11967.254,212.853,0.040748,0.00071,,S,0.3186,0.3169,0.15,-0.341,0.376,0.273,90,0.337,0.222,40,16.5,,,12.907,12.317,11.878,,,,,,0,162.66242959377047,-72.04151056935147
SDSS J01387-1031,24.697917,-10.524167,,AGN,Q,2010A&A...518A..10V,0.593354,2CXO J013847.5-103127,24.6980465,-10.5242717,0.894,0.894,10.786,0,0.171976,[VV2006] J013847.5-103127,24.6979979371,-10.5242732489,0.0,0.0,90.0,21.0,01 38 47.51950,-10 31 27.3837,A,2020yCat.1350....0G,QSO,*|IR|QSO|Rad|UV,189167.111,461.68,1.10237,0.00154,,,0.2187,0.5476,0.231,0.106,0.494,0.324,90,,,,18.3,19.51,18.8,,,,19.48,19.426,19.16,19.177,19.246,0,159.0699997679043,-69.9996778141093
RXS J01406-0758,25.170417,-7.980278,,AGN,B,2010A&A...518A..10V,0.205863,2CXO J014040.8-075848,25.1704118,-7.9802211,0.745,0.745,29.231,0,0.225769,SDSS J014040.89-075849.0,25.1703798497,-7.9802752467,0.0,0.0,90.0,22.0,01 40 40.89116,-07 58 48.9909,A,2020yCat.1350....0G,BLLac,*|BLL|Bla|Bz?|IR|Q?|Rad|X|gam,89382.254,,0.36,,,,,,0.069,0.284,0.29,0.225,90,,,,,19.3,18.5,,,,19.152,18.87,18.589,18.352,18.176,0,156.54716354989017,-67.57911926285793
MARK  573,25.990833,2.349722,,AGN,A,2010A&A...518A..10V,0.40829,2CXO J014357.7+022059,25.990769,2.3498157,0.71,0.71,73.939,0,0.219715,Mrk  573,25.990740791,2.3498698338,0.002,0.001,90.0,516.0,01 43 57.77779,+02 20 59.5314,C,2020yCat.1350....0G,Seyfert_2,*|AGN|EmO|G|GiC|IR|LSB|Sy2|X,5150.0,,0.0173287,,,S0,,,,,,,32767,0.53,0.466,170,14.9,14.07,,11.268,10.609,10.385,,,,,,0,148.23322919140452,-57.918377203901144
SDSS J01479+0000,26.9875,0.006111,,AGN,Q,2010A&A...518A..10V,0.464219,2CXO J014756.9+000021,26.987485,0.0059829,0.915,0.915,5.086,0,0.536826,SDSS J014756.97+000021.9,26.9873851895,0.0060936887,0.0,0.0,90.0,16.0,01 47 56.97245,+00 00 21.9373,A,2020yCat.1350....0G,QSO,*|QSO,231662.565,109.424,1.792958,0.000365,,,0.8092,0.5388,0.321,1.096,0.488,0.473,90,,,,20.38,20.17,,20.219,19.997,19.634,20.521,20.256,20.233,19.93,19.809,0,151.82546107396178,-59.65747101748004
CXOMP J01525-1359,28.144583,-13.991389,,AGN,A,2010A&A...518A..10V,0.896044,2CXO J015234.7-135929,28.144684,-13.9916178,0.929,0.929,5.958,0,0.895971,2XMM J015234.7-135929,28.1445833333,-13.9913888889,,,172.0,8.0,01 52 34.7,-13 59 29,D,2010A&A...518A..10V,AGN,AGN|GiC|Sy1|X,151564.718,,0.745,,,,,,,,,,,,,,20.92,,19.8,,,,,,,,,0,173.3313787733536,-70.61024637072542
SDSS J01568+0053,29.209583,0.885556,,AGN,Q,2010A&A...518A..10V,0.552776,2CXO J015650.2+005308,29.2095063,0.885689,0.732,0.732,8.504,0,0.01936,[VV2006] J015650.3+005308,29.2095102993,0.885692596,0.0,0.0,90.0,27.0,01 56 50.28247,+00 53 08.4933,A,2020yCat.1350....0G,QSO,*|IR|QSO|X,225121.158,125.913,1.65135,0.00042,,,,,0.164,-0.141,0.203,0.175,90,,,,19.03,18.67,,16.601,15.812,15.59,19.319,19.223,18.745,18.413,18.428,0,154.88621219857131,-57.87030431391039
SDSS J01572-0053,29.320417,-0.884722,,AGN,A,2010A&A...518A..10V,0.720206,2CXO J015716.9-005304,29.3204876,-0.8845348,0.733,0.733,4.343,0,0.402864,2SLAQ J015716.92-005304.6,29.3205092558,-0.8846445917,0.003,0.002,90.0,17.0,01 57 16.92222,-00 53 04.7205,C,2020yCat.1350....0G,Seyfert_2,*|AGN|G|Sy2|X,101441.72,5.996,0.42227,2e-05,,,,,,,,,32767,,,,21.53,20.86,,,,,21.6,21.11,20.42,19.198,19.43,0,156.71495943485903,-59.36685966906494
CTQ 414,29.6725,-43.417778,,AGN,Q,2010A&A...518A..10V,0.198745,2CXO J015841.4-432503,29.6725283,-43.4177268,0.71,0.71,51.631,0,0.089016,QSO J0158-4325,29.672495,-43.4177216667,,,172.0,62.0,01 58 41.3988,-43 25 03.798,B,2009A&A...505..385A,QSO,IR|LeQ|QSO,203768.225,5995.849,1.29,0.02,,,,,,,,,,,,,17.2,17.2,,16.381,15.366,15.098,,,,,,0,267.44101687347,-68.78408210375214
SDSS J02001-0931,30.047917,-9.523889,,AGN,Q,2010A&A...518A..10V,0.452176,2CXO J020011.5-093126,30.0480316,-9.5239438,0.71,0.71,41.461,0,0.023001,[VV2006] J020011.5-093126,30.04802513,-9.5239434731,0.0,0.0,90.0,43.0,02 00 11.52603,-09 31 26.1965,A,2020yCat.1350....0G,QSO,*|AGN|G|IR|Q?|QSO|X,89299.89,11.992,0.35959,4e-05,,,0.2507,0.0967,-0.033,0.037,0.107,0.075,90,,,,18.41,18.27,,16.792,15.79,15.371,18.037,17.977,18.025,18.108,17.426,0,168.83922366599919,-66.05940031519938
NGC  777,30.062083,31.429444,,AGN,A,2010A&A...518A..10V,0.200987,2CXO J020014.8+312546,30.0620257,31.4294709,0.73,0.73,8.987,0,0.357748,NGC   777,30.0621107116,31.4294029782,0.01,0.016,90.0,171.0,02 00 14.90657,+31 25 45.8507,C,2020yCat.1350....0G,Seyfert_2,*|AGN|BLL|G|GiG|Rad|Sy2|X,4967.094,21.885,0.016708,7.3e-05,,E,,,,,,,,1.39,1.251,145,12.49,11.45,,9.389,8.668,8.366,,,,,,0,139.73367266184755,-29.187367611536686
SDSS J02087+0020,32.196667,0.337222,,AGN,Q,2010A&A...518A..10V,0.347236,2CXO J020847.2+002014,32.1967567,0.3372575,0.737,0.737,10.765,0,0.36168,SDSS J020847.19+002014.2,32.1966572421,0.3372717135,0.0,0.0,90.0,17.0,02 08 47.19774,+00 20 14.1782,A,2020yCat.1350....0G,QSO,*|QSO|X,187118.377,,1.0788,,,,0.1919,0.428,0.172,-0.243,0.331,0.248,90,,,,19.57,19.25,,19.122,18.758,18.375,19.622,19.482,19.15,19.253,19.263,0,160.17922351627044,-56.8331992607209
NGC  835,32.3525,-10.136389,,AGN,A,2010A&A...518A..10V,0.576838,2CXO J020924.5-100811,32.3524629,-10.136545,0.736,0.736,10.169,0,2.087212,[OZV2014] 12,32.3525541667,-10.1359722222,,,172.0,1.0,02 09 24.613,-10 08 09.50,C,2014ApJ...793...73O,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,173.87875312872686,-64.97608113318476
UM 402,32.46125,-0.085,,AGN,Q,2010A&A...518A..10V,0.784005,2CXO J020950.7-000506,32.4612722,-0.0852166,0.926,0.926,3.647,0,0.350955,QSO B0207-0019,32.4613108031,-0.0851270813,0.0,0.0,90.0,129.0,02 09 50.71459,-00 05 06.4575,A,2020yCat.1350....0G,QSO,*|EmO|G|IR|QSO,261489.095,,2.828,,,,,,0.049,-0.074,0.072,0.057,90,,,,17.45,17.21,,16.717,15.307,14.928,18.477,17.251,17.134,16.989,16.876,0,161.0072556109909,-57.04391902417097
SDSSp J02110-0009,32.76125,-0.152778,,AGN,Q,2010A&A...518A..10V,0.674966,2CXO J021102.7-000910,32.7613073,-0.1529565,0.845,0.845,2.054,0,0.343279,QSO J0211-0009,32.7613499565,-0.1528712178,0.003,0.014,90.0,42.0,02 11 02.72399,-00 09 10.3364,C,2020yCat.1350....0G,QSO,*|QSO|X,283150.562,305.788,4.9185,0.00102,,,,,,,,,32767,,,,,22.0,,20.2,,,23.809,25.079,21.897,20.326,20.187,0,161.53509686684123,-56.934757878334295
SDSS J02112-0009,32.805417,-0.150278,,AGN,Q,2010A&A...518A..10V,0.585775,2CXO J021113.3-000901,32.8054507,-0.1504372,0.963,0.963,3.257,0,0.177823,SDSS J021113.30-000901.4,32.8054223454,-0.1503967536,0.002,0.001,90.0,8.0,02 11 13.30136,-00 09 01.4283,C,2020yCat.1350....0G,QSO,*|QSO|X,246087.213,179.875,2.18816,0.0006,,,,,,,,,32767,,,,20.92,20.68,,20.032,19.892,19.697,21.396,20.972,20.749,20.636,20.377,0,161.5997751603431,-56.90813389185924
SDSS J02136+1347,33.419167,13.798889,,AGN,A,2010A&A...518A..10V,0.285018,2CXO J021340.6+134756,33.4191815,13.7989669,0.772,0.772,2.229,0,0.190344,2MASS J02134057+1347559,33.4191588688,13.798918811,0.0,0.0,90.0,25.0,02 13 40.59813,+13 47 56.1077,A,2020yCat.1350....0G,Seyfert_1,*|AGN|IR|QSO|Sy1,88867.329,605.581,0.35744,0.00202,,,0.2357,0.2328,-0.206,-0.218,0.232,0.191,90,,,,19.27,18.95,,17.009,16.321,15.345,19.248,18.998,18.814,18.729,18.087,0,151.47929538838278,-44.46650311252701
